id,name,region,winner2019,age_under_25,age_25_34,age_35_49,age_50_64,age_over_65,immigrant,white,religion_christian,religion_islam,religion_hindu,religion_other,base_con,base_lab,base_ld,base_ref,base_grn,base_snp,base_pc,base_min
E14001455,Runcorn and Helsby,NW,Lab,11.3%,14.6%,23.1%,25.6%,25.5%,5.0%,96.5%,54.3%,0.6%,0.2%,0.8%,0.109,1.376,-1.124,0.125,-1.020,,,-2.337
E14001456,Runnymede and Weybridge,SE,Con,11.9%,14.5%,26.3%,24.7%,22.7%,20.7%,85.4%,53.4%,2.4%,1.9%,2.2%,0.888,0.546,0.487,-0.217,-1.180,,,-2.180
E14001457,Rushcliffe,EM,Con,12.1%,13.4%,23.5%,24.8%,26.2%,9.0%,88.6%,43.4%,2.5%,1.8%,2.1%,0.665,1.210,-0.615,-0.296,-1.335,,,-2.237
E14001458,Rutland and Stamford,EM,Con,10.5%,12.3%,21.3%,26.4%,29.6%,8.4%,92.9%,54.5%,1.0%,1.5%,1.7%,0.957,0.622,-0.010,0.077,-1.011,,,-2.403
E14001459,Salford,NW,Lab,20.6%,28.1%,22.6%,16.2%,12.5%,25.4%,76.8%,44.6%,6.2%,1.0%,4.1%,-0.239,1.422,-1.058,-0.068,-0.605,,,-1.546
E14001460,Salisbury,SW,Con,9.7%,13.1%,22.0%,26.1%,29.2%,10.8%,94.3%,53.2%,0.9%,0.5%,1.2%,0.744,0.685,0.415,-0.101,-0.861,,,-2.636
E14001461,Scarborough and Whitby,Y,Con,9.8%,12.9%,19.0%,27.0%,31.3%,6.5%,96.8%,52.4%,0.7%,0.2%,0.9%,0.701,1.121,-1.160,0.136,-1.296,,,-1.728
E14001462,Scunthorpe,Y,Con,11.6%,16.1%,22.3%,24.8%,25.2%,12.9%,92.1%,50.2%,3.8%,0.3%,1.1%,0.571,1.198,-1.834,0.311,-1.420,,,-2.158
E14001463,Sefton Central,NW,Lab,9.7%,11.2%,19.4%,26.6%,33.0%,3.8%,97.0%,68.8%,0.4%,0.3%,0.6%,0.206,1.436,-1.110,-0.219,-1.148,,,-1.964
E14001464,Selby,Y,Con,10.3%,15.7%,23.1%,26.3%,24.6%,5.3%,97.6%,53.4%,0.3%,0.1%,0.8%,0.611,1.185,-1.086,0.172,-1.037,,,
E14001465,Sevenoaks,SE,Con,10.4%,13.0%,24.6%,25.8%,26.3%,11.7%,91.3%,51.7%,1.1%,0.8%,1.3%,0.917,0.563,0.127,0.137,-1.004,,,-2.780
E14001466,Sheffield Brightside and Hillsborough,Y,Lab,14.5%,19.3%,24.5%,23.0%,18.7%,20.2%,69.0%,36.7%,18.5%,0.4%,0.9%,0.223,1.454,-1.309,,-0.102,,,-1.039
E14001467,Sheffield Central,Y,Lab,39.3%,22.9%,16.3%,11.6%,9.9%,27.2%,66.9%,25.1%,14.6%,1.7%,2.0%,-0.525,1.450,-1.015,,0.437,,,-1.423
E14001468,Sheffield Hallam,Y,Lab,16.2%,11.6%,22.5%,23.7%,26.0%,9.0%,88.2%,42.2%,3.7%,1.1%,1.3%,0.136,1.134,0.714,,-0.588,,,-1.996
E14001469,Sheffield Heeley,Y,Lab,12.8%,18.6%,23.6%,23.7%,21.2%,13.6%,81.4%,39.6%,6.4%,0.4%,1.1%,0.258,1.431,-0.665,,-0.200,,,-1.442
E14001470,Sheffield South East,Y,Lab,12.5%,16.8%,22.1%,25.2%,23.5%,11.5%,81.1%,41.5%,12.5%,0.3%,0.7%,0.502,1.463,-0.975,,-0.827,,,-1.355
E14001471,Sherwood Forest,EM,Con,10.5%,15.9%,22.4%,25.8%,25.4%,4.9%,95.2%,46.3%,0.6%,0.3%,1.1%,0.716,1.061,-1.221,0.336,-1.255,,,-2.183
E14001472,Shipley,Y,Con,10.0%,14.0%,23.8%,25.6%,26.6%,6.5%,89.5%,46.3%,5.5%,0.5%,1.4%,0.628,1.255,-1.166,-0.209,-0.987,,,-2.072
E14001473,Shrewsbury,WM,Con,11.0%,15.0%,21.3%,25.4%,27.3%,7.4%,95.6%,50.7%,0.7%,0.3%,1.1%,0.590,1.167,-0.667,0.007,-0.972,,,-2.673
E14001474,Sittingbourne and Sheppey,SE,Con,12.1%,17.1%,23.9%,24.3%,22.6%,8.3%,93.1%,46.8%,1.2%,0.5%,1.0%,0.787,0.741,-1.001,0.542,-1.070,,,-1.138
E14001475,Skipton and Ripon,Y,Con,9.4%,10.8%,19.7%,28.3%,31.9%,5.6%,96.9%,55.9%,0.8%,0.2%,1.0%,0.808,0.754,-0.186,0.210,-0.849,,,-2.199
E14001476,Sleaford and North Hykeham,EM,Con,10.4%,13.9%,21.6%,26.1%,28.0%,6.2%,97.1%,53.4%,0.4%,0.2%,0.9%,0.910,0.750,-0.785,0.408,-1.106,,,-1.973
E14001477,Slough,SE,Lab,14.0%,20.0%,33.0%,20.0%,13.0%,44.4%,35.0%,31.1%,31.1%,7.5%,12.4%,0.128,1.302,-0.527,-0.269,-0.691,,,-1.119
E14001478,Smethwick,WM,Lab,14.8%,18.2%,27.3%,22.3%,17.4%,29.6%,47.4%,35.8%,19.8%,2.3%,14.2%,0.056,1.341,-1.236,0.034,-0.682,,,-1.229
E14001479,Solihull West and Shirley,WM,Con,10.9%,14.3%,23.7%,25.2%,25.9%,12.8%,77.4%,49.9%,7.5%,4.4%,4.2%,0.916,0.793,-0.394,-0.047,-0.690,,,-1.673
E14001480,South Basildon and East Thurrock,E,Con,12.3%,17.6%,24.2%,23.8%,22.2%,11.9%,86.7%,48.0%,2.0%,1.2%,1.3%,0.777,0.915,-1.224,0.474,-1.468,,,-1.446
E14001481,South Cambridgeshire,E,Con,11.4%,14.1%,24.1%,25.0%,25.3%,18.6%,86.4%,45.8%,2.0%,1.8%,1.8%,0.411,0.275,1.176,-0.562,-1.500,,,-2.522
E14001482,South Cotswolds,SW,Con,10.3%,11.8%,22.0%,27.0%,29.0%,8.6%,95.3%,53.9%,0.4%,0.5%,1.1%,0.830,0.070,0.853,-0.100,-1.049,,,-2.914
E14001483,South Derbyshire,EM,Con,10.8%,16.1%,23.6%,25.7%,23.6%,6.1%,92.9%,47.3%,0.7%,0.6%,2.9%,0.694,1.066,-1.292,0.314,-1.086,,,-2.476
E14001484,South Devon,SW,Con,8.8%,10.4%,17.8%,27.6%,35.4%,5.9%,97.3%,47.5%,0.4%,0.1%,1.8%,0.765,0.156,0.877,-0.035,-1.235,,,-2.590
E14001485,South Dorset,SW,Con,9.9%,12.0%,18.9%,27.1%,32.1%,6.3%,96.9%,48.4%,0.5%,0.1%,1.2%,0.752,0.846,-0.151,0.236,-0.945,,,-2.397
E14001486,South East Cornwall,SW,Con,9.1%,10.8%,18.6%,28.2%,33.3%,4.4%,97.8%,48.6%,0.1%,0.1%,1.3%,0.782,0.737,0.025,0.285,-1.110,,,-2.515
E14001487,South Holland and The Deepings,EM,Con,10.2%,13.7%,21.4%,25.8%,28.8%,13.4%,96.3%,58.1%,0.5%,0.2%,0.8%,0.979,0.603,-0.946,0.526,-1.230,,,-1.773
E14001488,South Leicestershire,EM,Con,10.9%,14.5%,22.6%,26.4%,25.6%,5.1%,94.1%,47.8%,0.5%,1.1%,1.2%,0.924,0.836,-0.420,0.186,-1.067,,,
E14001489,South Norfolk,E,Con,9.7%,14.4%,23.8%,24.6%,27.5%,7.5%,94.7%,46.2%,0.7%,0.5%,0.9%,0.723,0.946,-0.256,0.098,-0.920,,,-2.478
E14001490,South Northamptonshire,EM,Con,10.5%,13.7%,24.1%,26.8%,24.8%,7.7%,94.9%,50.3%,0.5%,0.5%,1.1%,0.812,0.882,-0.553,0.180,-0.897,,,-2.162
E14001491,South Ribble,NW,Con,10.3%,13.8%,22.7%,26.1%,27.1%,4.5%,95.8%,62.8%,0.9%,0.7%,0.8%,0.598,1.255,-1.293,0.093,-1.307,,,
E14001492,South Shields,NE,Lab,10.9%,14.5%,21.5%,26.6%,26.4%,5.2%,92.9%,51.2%,3.6%,0.2%,1.0%,-0.060,1.248,-1.474,0.397,-0.555,,,-1.074
E14001493,South Shropshire,WM,Con,9.0%,10.2%,17.4%,28.2%,35.2%,4.1%,97.7%,58.8%,0.3%,0.1%,1.0%,0.897,0.497,0.169,0.227,-0.608,,,
E14001494,South Suffolk,E,Con,10.0%,11.7%,20.2%,26.4%,31.7%,5.7%,96.7%,49.6%,0.5%,0.2%,0.8%,0.826,0.753,-0.379,0.286,-0.465,,,
E14001495,South West Devon,SW,Con,9.9%,12.4%,21.3%,26.3%,30.1%,4.7%,97.8%,49.8%,0.3%,0.1%,0.8%,0.817,0.884,-0.452,0.267,-1.085,,,-2.365
E14001496,South West Hertfordshire,E,Con,11.4%,13.6%,26.6%,25.6%,22.8%,18.6%,77.9%,47.7%,3.6%,7.9%,3.8%,0.813,0.693,-0.007,0.202,-1.027,,,-1.716
E14001497,South West Norfolk,E,Con,10.3%,14.5%,20.5%,25.5%,29.2%,12.0%,96.1%,49.9%,0.4%,0.1%,1.0%,0.789,0.748,-0.872,0.526,-0.976,,,-1.600
E14001498,South West Wiltshire,SW,Con,10.8%,14.5%,22.3%,25.6%,26.8%,10.2%,95.1%,48.4%,0.9%,0.3%,1.3%,0.781,0.752,0.023,0.211,-1.014,,,-2.481
E14001499,Southampton Itchen,SE,Con,17.1%,20.7%,24.0%,20.4%,17.8%,19.4%,85.9%,40.4%,3.5%,0.9%,2.2%,0.484,1.238,-1.335,0.039,-0.883,,,-2.013
E14001500,Southampton Test,SE,Lab,19.4%,20.4%,25.6%,18.8%,15.8%,27.8%,77.2%,40.1%,7.1%,1.5%,3.5%,0.141,1.277,-0.780,0.040,-0.584,,,-1.950
E14001501,Southend East and Rochford,E,Con,12.2%,16.7%,24.1%,24.3%,22.7%,12.7%,87.6%,42.1%,3.0%,0.9%,2.3%,0.650,1.046,-1.150,0.320,-1.183,,,-1.702
E14001502,Southend West and Leigh,E,Con,10.5%,14.9%,25.4%,24.4%,24.7%,10.6%,89.0%,43.1%,2.6%,1.2%,2.3%,0.782,0.990,-0.664,0.156,-1.158,,,-2.080
E14001503,Southgate and Wood Green,L,Lab,12.3%,19.6%,29.0%,22.5%,16.6%,46.7%,58.3%,44.9%,14.4%,3.3%,6.0%,0.156,1.325,-0.573,-0.457,-0.550,,,-1.391
E14001504,Southport,NW,Con,9.8%,12.9%,20.3%,26.9%,30.0%,8.8%,95.4%,59.4%,1.1%,0.3%,0.9%,0.600,1.190,-0.506,-0.058,-1.309,,,-2.332
E14001505,Spelthorne,SE,Con,10.6%,16.2%,26.3%,24.6%,22.3%,20.9%,78.7%,50.9%,4.0%,4.2%,3.9%,0.805,0.803,0.022,0.041,-0.983,,,-2.218
E14001506,Spen Valley,Y,Con,11.2%,15.1%,23.3%,25.3%,25.1%,6.4%,88.3%,47.2%,7.4%,0.4%,1.0%,0.584,1.171,-1.145,0.208,-1.106,,,-1.790
E14001507,St Albans,E,LD,10.7%,15.7%,28.8%,24.2%,20.6%,19.1%,80.5%,44.8%,6.2%,2.1%,3.2%,0.173,-0.183,1.346,-0.370,-1.063,,,-2.604
E14001508,St Austell and Newquay,SW,Con,10.5%,14.1%,21.8%,25.8%,27.8%,5.2%,97.2%,44.1%,0.1%,0.1%,1.1%,0.691,0.884,-0.393,0.328,-0.879,,,-1.965
E14001509,St Helens North,NW,Lab,10.7%,15.9%,22.7%,25.3%,25.4%,4.6%,96.9%,62.3%,0.7%,0.2%,0.6%,-0.104,1.308,-1.391,0.097,-0.926,,,-0.396
E14001510,St Helens South and Whiston,NW,Lab,11.5%,16.0%,22.7%,25.7%,24.0%,5.7%,95.7%,62.8%,0.7%,0.5%,0.6%,-0.244,1.437,-1.129,0.024,-0.646,,,-1.775
E14001511,St Ives,SW,Con,9.2%,11.1%,19.1%,27.3%,33.2%,5.0%,96.5%,46.0%,0.2%,0.0%,1.5%,0.546,-0.149,1.104,0.019,-1.186,,,-2.221
E14001512,St Neots and Mid Cambridgeshire,E,Con,10.9%,15.6%,28.0%,23.7%,21.8%,15.1%,89.6%,43.2%,1.8%,1.3%,1.4%,0.607,0.596,0.700,-0.183,-0.960,,,-2.203
E14001513,Stafford,WM,Con,10.0%,15.3%,22.2%,25.9%,26.6%,8.8%,92.3%,52.4%,1.3%,1.1%,1.7%,0.718,1.128,-1.413,0.111,-0.828,,,-2.649
E14001514,Staffordshire Moorlands,WM,Con,9.8%,11.8%,19.8%,27.5%,31.0%,2.6%,98.0%,58.8%,0.3%,0.1%,0.7%,0.809,1.018,-1.310,0.319,-1.116,,,
E14001515,Stalybridge and Hyde,NW,Lab,11.4%,16.9%,24.6%,25.1%,22.0%,7.3%,89.6%,46.9%,5.8%,0.5%,0.6%,0.190,1.316,-1.671,0.315,-0.930,,,-2.115
E14001516,Stevenage,E,Con,11.6%,18.4%,25.1%,24.8%,20.1%,15.6%,84.0%,44.1%,2.9%,1.5%,1.5%,0.550,1.176,-0.802,0.048,-1.094,,,-2.107
E14001517,Stockport,NW,Lab,11.3%,19.6%,26.7%,23.6%,18.8%,11.6%,85.3%,43.2%,6.4%,0.7%,1.0%,-0.065,1.361,-0.954,-0.078,-0.398,,,-1.680
E14001518,Stockton North,NE,Lab,11.7%,17.5%,23.2%,25.3%,22.3%,6.7%,91.8%,48.2%,3.7%,0.2%,0.8%,0.160,1.308,-1.470,0.436,-1.214,,,
E14001519,Stockton West,NE,Con,10.3%,13.2%,23.6%,26.8%,26.0%,5.3%,93.3%,55.8%,2.4%,0.6%,1.0%,0.764,1.201,-1.494,0.025,-1.766,,,-2.197
E14001520,Stoke-on-Trent Central,WM,Con,16.5%,18.8%,23.8%,22.2%,18.7%,16.6%,80.9%,43.9%,9.9%,0.7%,1.1%,0.342,1.228,-1.920,0.370,-0.968,,,-1.807
E14001521,Stoke-on-Trent North,WM,Con,12.4%,16.7%,23.0%,24.2%,23.7%,9.7%,87.1%,47.3%,7.7%,0.3%,0.7%,0.535,1.133,-1.826,0.443,-1.125,,,-2.043
E14001522,Stoke-on-Trent South,WM,Con,10.9%,14.3%,22.4%,25.1%,27.3%,7.3%,89.9%,52.6%,5.5%,0.5%,0.9%,0.792,0.985,-1.324,0.349,-1.019,,,-2.283
E14001523,"Stone, Great Wyrley and Penkridge",WM,Con,10.6%,13.6%,21.0%,26.5%,28.3%,3.7%,94.8%,57.9%,0.9%,0.3%,1.4%,1.138,1.095,-0.895,,-0.899,,,-2.162
E14001524,Stourbridge,WM,Con,11.8%,15.4%,22.6%,24.7%,25.5%,7.5%,86.6%,48.1%,6.5%,0.5%,1.9%,0.840,1.051,-1.278,0.184,-1.236,,,-2.511
E14001525,Stratford and Bow,L,Lab,16.3%,32.2%,28.4%,15.2%,8.1%,47.8%,39.2%,29.7%,32.2%,3.6%,2.7%,-0.373,1.438,-0.941,-0.694,-0.317,,,-0.733
E14001526,Stratford-on-Avon,WM,Con,9.0%,11.8%,20.8%,26.9%,31.4%,9.0%,95.3%,57.1%,0.5%,0.5%,1.2%,0.790,0.055,0.794,0.001,-0.697,,,-2.956
E14001527,Streatham and Croydon North,L,Lab,11.9%,23.6%,29.2%,21.6%,13.7%,40.1%,49.4%,46.5%,11.8%,2.6%,2.0%,-0.129,1.357,-0.239,-0.715,-0.346,,,-1.338
E14001528,Stretford and Urmston,NW,Lab,12.4%,16.6%,26.3%,24.4%,20.3%,15.2%,73.5%,46.3%,12.5%,0.7%,2.5%,-0.055,1.513,-1.324,-0.404,-0.935,,,-1.726
E14001529,Stroud,SW,Con,10.0%,12.5%,21.9%,27.6%,28.0%,6.2%,96.7%,46.5%,0.3%,0.2%,1.4%,0.462,1.233,-1.367,-0.124,-0.389,,,-2.119
E14001530,Suffolk Coastal,E,Con,9.2%,11.2%,18.1%,26.6%,35.0%,7.2%,95.8%,49.2%,0.5%,0.2%,1.1%,0.819,0.839,-0.143,0.047,-0.625,,,
E14001531,Sunderland Central,NE,Lab,13.0%,16.0%,21.6%,25.5%,23.9%,9.2%,89.6%,52.8%,4.2%,0.4%,1.1%,0.243,1.225,-0.977,0.460,-0.923,,,
E14001532,Surrey Heath,SE,Con,12.0%,14.3%,24.6%,25.4%,23.7%,16.8%,85.4%,50.0%,3.0%,2.1%,2.9%,0.823,0.069,0.902,-0.195,-1.275,,,-2.633
E14001533,Sussex Weald,SE,Con,9.9%,12.2%,20.1%,27.2%,30.7%,7.5%,96.3%,49.2%,0.4%,0.2%,1.4%,0.893,0.542,0.048,0.175,-0.528,,,-2.743
E14001534,Sutton and Cheam,L,Con,10.6%,16.5%,30.0%,22.8%,20.2%,30.8%,68.0%,45.7%,7.8%,7.6%,1.9%,0.772,0.440,0.756,-0.355,-0.971,,,-2.252
E14001535,Sutton Coldfield,WM,Con,10.3%,12.6%,23.5%,25.5%,28.2%,10.3%,81.4%,52.5%,4.0%,2.3%,4.5%,0.931,1.010,-0.865,0.037,-1.235,,,-2.804
E14001536,Swindon North,SW,Con,11.6%,16.8%,27.5%,24.1%,19.9%,15.2%,86.8%,45.6%,1.9%,1.6%,1.9%,0.667,1.138,-1.115,0.127,-1.232,,,-2.360
E14001537,Swindon South,SW,Con,11.6%,19.0%,26.6%,24.4%,18.3%,26.9%,74.9%,46.8%,3.6%,3.6%,2.3%,0.535,1.285,-1.125,-0.041,-1.448,,,-2.187
E14001538,Tamworth,WM,Con,12.0%,15.8%,22.7%,24.8%,24.7%,6.6%,94.7%,50.3%,0.6%,0.4%,1.4%,0.762,0.955,-1.282,0.362,-1.009,,,-2.239
E14001539,Tatton,NW,Con,9.3%,11.6%,23.9%,26.4%,28.9%,8.0%,92.8%,55.1%,1.8%,0.8%,1.3%,0.816,0.983,-0.150,-0.163,-1.106,,,
E14001540,Taunton and Wellington,SW,Con,10.7%,15.2%,22.2%,24.4%,27.5%,10.8%,94.5%,48.5%,0.8%,0.4%,1.0%,0.634,-0.057,1.125,-0.090,-1.778,,,-2.780
E14001541,Telford,WM,Con,12.5%,18.4%,25.0%,24.0%,20.2%,11.1%,89.1%,45.1%,1.3%,0.9%,2.5%,0.527,1.183,-1.410,0.442,-1.618,,,
E14001542,Tewkesbury,SW,Con,10.3%,14.7%,23.0%,25.0%,27.1%,9.5%,93.8%,50.7%,0.9%,1.0%,1.1%,0.774,0.387,0.696,-0.113,-0.846,,,-2.752
E14001543,The Wrekin,WM,Con,13.8%,14.5%,22.2%,25.0%,24.4%,10.3%,89.0%,52.0%,3.7%,0.5%,2.2%,0.841,0.963,-0.853,0.159,-0.942,,,-2.509
E14001544,Thirsk and Malton,Y,Con,9.3%,12.0%,18.5%,27.6%,32.6%,5.1%,98.0%,58.3%,0.2%,0.1%,0.6%,0.901,0.702,-0.263,0.152,-0.710,,,-2.097
E14001545,Thornbury and Yate,SW,Con,10.7%,14.2%,21.7%,26.1%,27.4%,6.2%,96.1%,47.7%,0.6%,0.2%,0.9%,0.761,0.018,1.053,-0.186,-1.778,,,
E14001546,Thurrock,E,Con,13.1%,20.3%,29.9%,22.1%,14.5%,26.4%,71.2%,52.3%,6.3%,1.7%,2.6%,0.649,1.125,-1.641,0.288,-1.271,,,-1.854
E14001547,Tipton and Wednesbury,WM,Con,13.8%,17.7%,25.3%,23.9%,19.3%,16.8%,70.6%,45.1%,7.7%,2.2%,8.5%,0.560,1.198,-2.092,0.346,-1.321,,,-1.821
E14001548,Tiverton and Minehead,SW,Con,9.5%,10.9%,18.6%,26.9%,34.0%,5.8%,98.1%,49.9%,0.2%,0.1%,1.0%,0.732,0.120,0.850,0.053,-0.817,,,
E14001549,Tonbridge,SE,Con,10.9%,12.6%,23.8%,26.0%,26.6%,9.5%,93.3%,50.1%,1.0%,0.9%,1.1%,0.896,0.632,-0.367,0.005,-0.107,,,-2.681
E14001550,Tooting,L,Lab,12.7%,31.9%,26.5%,17.4%,11.5%,34.1%,66.5%,40.5%,10.6%,3.2%,2.0%,0.080,1.441,-0.727,-0.717,-0.740,,,-1.799
E14001551,Torbay,SW,Con,10.0%,13.1%,20.0%,26.2%,30.7%,8.0%,95.7%,48.2%,0.6%,0.2%,1.1%,0.787,0.144,0.770,0.188,-1.148,,,-2.995
E14001552,Torridge and Tavistock,SW,Con,9.1%,11.1%,17.9%,28.1%,33.8%,4.2%,98.1%,49.4%,0.2%,0.1%,1.1%,0.829,0.635,0.119,0.186,-0.841,,,-2.248
E14001553,Tottenham,L,Lab,14.8%,25.5%,28.9%,19.9%,10.8%,50.7%,47.0%,41.0%,15.9%,1.1%,8.4%,-0.586,1.506,-0.934,-0.750,-0.329,,,-1.045
E14001554,Truro and Falmouth,SW,Con,15.6%,13.3%,20.0%,23.1%,28.0%,6.9%,95.2%,43.7%,0.5%,0.2%,1.3%,0.579,1.117,-0.299,-0.179,-0.760,,,-2.101
E14001555,Tunbridge Wells,SE,Con,10.3%,14.3%,26.1%,25.6%,23.7%,13.9%,91.3%,49.3%,1.7%,1.0%,1.2%,0.751,0.373,0.810,-0.118,-1.520,,,-2.501
E14001556,Twickenham,L,LD,11.1%,13.9%,29.8%,25.4%,19.9%,25.6%,81.1%,44.7%,4.2%,2.2%,3.0%,0.171,-0.034,1.349,-0.393,-1.492,,,-2.848
E14001557,Tynemouth,NE,Lab,9.8%,13.0%,24.0%,26.1%,27.2%,5.4%,95.2%,46.8%,1.3%,0.2%,1.0%,0.285,1.377,-1.367,0.011,-1.221,,,-2.088
E14001558,Uxbridge and South Ruislip,L,Con,16.2%,18.4%,27.7%,21.2%,16.5%,32.8%,57.4%,43.0%,12.2%,8.4%,6.3%,0.711,1.183,-1.443,-0.113,-0.936,,,-1.818
E14001559,Vauxhall and Camberwell Green,L,Lab,16.3%,29.1%,24.4%,19.8%,10.4%,44.0%,49.0%,45.3%,9.5%,0.9%,2.3%,-0.376,1.418,-0.340,-0.840,-0.261,,,-1.456
E14001560,Wakefield and Rothwell,Y,Con,11.4%,17.5%,25.1%,24.4%,21.6%,13.4%,86.4%,45.8%,7.6%,0.7%,1.0%,0.385,1.266,-0.970,0.070,-1.302,,,-1.775
E14001561,Wallasey,NW,Lab,10.8%,15.3%,21.9%,26.5%,25.5%,4.6%,95.7%,52.0%,0.8%,0.4%,0.9%,-0.148,1.518,-1.640,-0.168,-0.934,,,-2.012
E14001562,Walsall and Bloxwich,WM,Con,15.5%,18.6%,25.6%,22.0%,18.3%,22.0%,58.7%,38.0%,21.9%,2.3%,5.9%,0.560,1.176,-1.648,0.159,-0.999,,,-1.585
E14001563,Walthamstow,L,Lab,12.3%,24.8%,33.6%,19.2%,10.1%,40.7%,50.4%,35.1%,23.3%,2.2%,2.2%,-0.553,1.545,-1.280,-0.757,-0.562,,,-0.855
E14001564,Warrington North,NW,Lab,11.3%,15.7%,23.5%,26.2%,23.3%,9.2%,94.6%,56.8%,1.4%,0.4%,0.9%,0.232,1.301,-1.049,0.214,-0.950,,,-2.298
E14001565,Warrington South,NW,Lab,11.0%,15.8%,25.1%,25.5%,22.6%,10.0%,92.4%,56.7%,2.2%,1.0%,1.0%,0.461,1.334,-0.838,-0.195,-1.596,,,-2.290
E14001566,Warwick and Leamington,WM,Lab,15.0%,18.5%,24.7%,21.4%,20.3%,18.6%,82.1%,41.7%,1.7%,3.1%,6.7%,0.320,1.276,-0.707,-0.346,-0.386,,,-2.388
E14001567,Washington and Gateshead South,NE,Lab,11.2%,14.7%,22.7%,25.6%,25.8%,3.6%,96.9%,51.8%,0.7%,0.2%,0.8%,0.030,1.282,-1.228,0.521,-1.235,,,-2.122
E14001568,Watford,E,Con,12.0%,20.2%,30.2%,21.6%,16.0%,33.2%,61.6%,44.3%,12.4%,8.3%,3.8%,0.513,1.108,0.145,-0.409,-1.432,,,-1.878
E14001569,Waveney Valley,E,Con,8.9%,10.6%,18.8%,27.4%,34.3%,5.4%,97.7%,50.9%,0.3%,0.1%,0.9%,0.588,0.315,-0.877,0.302,0.706,,,-2.306
E14001570,Weald of Kent,SE,Con,10.1%,11.4%,20.4%,27.5%,30.6%,7.2%,95.8%,53.8%,0.5%,0.3%,0.9%,0.961,0.569,-0.400,0.357,-0.534,,,
E14001571,Wellingborough and Rushden,EM,Con,11.8%,16.5%,25.0%,24.3%,22.4%,17.3%,86.6%,45.9%,1.8%,2.6%,1.4%,0.633,1.030,-1.176,0.351,-0.795,,,-2.415
E14001572,Wells and Mendip Hills,SW,Con,10.0%,11.1%,19.4%,27.7%,31.8%,6.6%,97.2%,50.7%,0.2%,0.1%,1.1%,0.731,0.058,0.968,-0.164,-1.144,,,-2.609
E14001573,Welwyn Hatfield,E,Con,18.1%,16.7%,24.6%,21.9%,18.7%,22.5%,78.4%,46.6%,3.3%,3.3%,2.8%,0.650,1.133,-0.482,-0.162,-0.780,,,
E14001574,West Bromwich,WM,Con,13.8%,17.5%,26.1%,23.0%,19.5%,24.2%,54.4%,39.9%,11.7%,4.0%,15.1%,0.481,1.217,-1.705,0.255,-1.177,,,-1.524
E14001575,West Dorset,SW,Con,9.0%,9.7%,16.8%,27.0%,37.5%,6.9%,96.8%,52.7%,0.5%,0.2%,1.3%,0.842,-0.077,1.219,,-0.959,,,-2.800
E14001576,West Ham and Beckton,L,Lab,15.9%,27.7%,29.4%,18.3%,8.6%,52.2%,38.4%,44.9%,25.1%,3.2%,2.2%,-0.359,1.451,-1.163,-0.454,-0.464,,,-0.761
E14001577,West Lancashire,NW,Lab,17.0%,12.7%,20.0%,25.0%,25.3%,6.2%,96.8%,60.7%,0.5%,0.2%,0.7%,0.215,1.452,-1.458,-0.035,-1.234,,,
E14001578,West Suffolk,E,Con,12.3%,18.1%,23.2%,23.0%,23.4%,19.3%,90.8%,48.2%,1.3%,0.4%,1.1%,0.758,0.813,-0.669,0.372,-0.802,,,-1.794
E14001579,West Worcestershire,WM,Con,9.7%,10.6%,18.4%,27.7%,33.6%,5.6%,96.8%,54.9%,0.4%,0.2%,1.0%,0.842,0.537,0.175,0.049,-0.286,,,-2.614
E14001580,Westmorland and Lonsdale,NW,Con,9.2%,11.4%,19.1%,27.8%,32.5%,6.2%,97.8%,55.5%,0.3%,0.1%,1.0%,0.468,-0.240,1.215,-0.139,-1.190,,,-2.963
E14001581,Weston-super-Mare,SW,Con,11.1%,15.4%,22.8%,24.4%,26.2%,10.4%,95.0%,44.6%,0.8%,0.2%,1.0%,0.670,1.022,-0.456,0.260,-1.011,,,
E14001582,Wetherby and Easingwold,Y,Con,9.3%,11.0%,21.3%,27.7%,30.7%,5.1%,95.9%,58.8%,0.6%,0.3%,1.7%,0.968,0.818,-0.785,-0.071,-0.592,,,-2.343
E14001583,Whitehaven and Workington,NW,Con,10.5%,14.4%,20.6%,27.5%,27.0%,2.8%,98.2%,63.9%,0.4%,0.1%,0.5%,0.378,1.351,-1.941,0.225,-1.428,,,
E14001584,Widnes and Halewood,NW,Lab,11.7%,15.6%,23.0%,26.6%,23.0%,4.4%,96.1%,64.8%,0.6%,0.3%,0.6%,-0.387,1.562,-1.605,-0.089,-1.133,,,-2.188
E14001585,Wigan,NW,Lab,11.5%,16.6%,23.2%,25.4%,23.3%,7.4%,94.7%,63.8%,1.5%,0.4%,0.5%,0.079,1.321,-1.225,0.405,-1.245,,,-2.105
E14001586,Wimbledon,L,Con,9.8%,19.9%,30.9%,21.3%,18.1%,38.1%,68.8%,46.3%,7.5%,5.0%,2.5%,0.497,0.564,1.022,-0.758,-1.480,,,-2.063
E14001587,Winchester,SE,Con,15.9%,11.9%,22.2%,24.2%,25.8%,11.6%,93.3%,49.0%,0.8%,0.8%,1.5%,0.641,-0.447,1.263,-0.538,-1.194,,,-3.140
E14001588,Windsor,SE,Con,16.3%,13.6%,25.6%,24.3%,20.2%,26.1%,73.4%,48.0%,6.7%,3.8%,6.3%,0.812,0.681,0.281,-0.152,-0.903,,,-1.881
